MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,12,M ,ISM,M1,SALINITY,,10.11,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,11,M ,ISM,M1,SALINITY,,9.65,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,10,M ,ISM,M1,SALINITY,,9.46,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,9,M ,ISM,M1,SALINITY,,9.2,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,8,M ,ISM,M1,SALINITY,,8.5,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34904,BAY417,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/19/05,12:04:00,25.5,1.5,10.5,24,B ,ISM,M1,SALINITY,,15.2,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34904,BAY417,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/19/05,12:04:00,25.5,1.5,10.5,19,M ,ISM,M1,SALINITY,,15,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34904,BAY417,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/19/05,12:04:00,25.5,1.5,10.5,17,M ,ISM,M1,SALINITY,,14.46,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34904,BAY417,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/19/05,12:04:00,25.5,1.5,10.5,15,M ,ISM,M1,SALINITY,,13.59,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34904,BAY417,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/19/05,12:04:00,25.5,1.5,10.5,14,M ,ISM,M1,SALINITY,,13.13,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,0.5,S ,ISM,M1,SALINITY,,7.87,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,1,M ,ISM,M1,SALINITY,,7.87,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34904,BAY417,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/19/05,12:04:00,25.5,1.5,10.5,23,M ,ISM,M1,SALINITY,,15.14,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34904,BAY417,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/19/05,12:04:00,25.5,1.5,10.5,21,M ,ISM,M1,SALINITY,,15.07,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,0.5,AP,ISM,M1,SALINITY,,5.02,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,0.5,S ,ISM,M1,SALINITY,,5.02,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,24,B ,ISM,M1,SALINITY,,15.75,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,23,M ,ISM,M1,SALINITY,,15.68,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,23,M ,ISM,M1,SALINITY,,14.4,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,21,M ,ISM,M1,SALINITY,,14.33,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,19,M ,ISM,M1,SALINITY,,14.26,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,16,M ,ISM,M1,SALINITY,,13.46,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,15,M ,ISM,M1,SALINITY,,13.46,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,14,M ,ISM,M1,SALINITY,,12.93,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,13,M ,ISM,M1,SALINITY,,12.73,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,12,M ,ISM,M1,SALINITY,,12.4,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,11,M ,ISM,M1,SALINITY,,12.33,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,10,M ,ISM,M1,SALINITY,,11.61,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,9,M ,ISM,M1,SALINITY,,11.08,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,8,M ,ISM,M1,SALINITY,,10.89,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,7,M ,ISM,M1,SALINITY,,10.76,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,6,M ,ISM,M1,SALINITY,,10.56,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,5,M ,ISM,M1,SALINITY,,9.98,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,4,M ,ISM,M1,SALINITY,,9.46,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,3,M ,ISM,M1,SALINITY,,9.08,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,2,M ,ISM,M1,SALINITY,,8.5,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34571,BAY416,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,4/5/05,12:57:00,25.5,1.5,16.5,1,M ,ISM,M1,SALINITY,,5.02,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,17,BP,ISM,M1,SALINITY,,14.19,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,24,B ,ISM,M1,SALINITY,,14.53,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,15,M ,ISM,M1,SALINITY,,14.13,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,13,M ,ISM,M1,SALINITY,,13.99,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,12,M ,ISM,M1,SALINITY,,13.86,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,11,M ,ISM,M1,SALINITY,,13.46,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,10,M ,ISM,M1,SALINITY,,12.26,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,7,M ,ISM,M1,SALINITY,,11.02,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,5,M ,ISM,M1,SALINITY,,10.89,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,3,M ,ISM,M1,SALINITY,,10.89,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,9,AP,ISM,M1,SALINITY,,11.21,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,2,M ,ISM,M1,SALINITY,,10.89,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,1,M ,ISM,M1,SALINITY,,10.89,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,34254,BAY414,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,3/15/05,12:17:00,25,,,0.5,S ,ISM,M1,SALINITY,,10.89,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,17,BP,ISM,M1,SALINITY,,12.79,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,21,M ,ISM,M1,SALINITY,,13.73,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,19,M ,ISM,M1,SALINITY,,13.46,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,18,M ,ISM,M1,SALINITY,,13.19,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,16,M ,ISM,M1,SALINITY,,12.59,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,24,B ,ISM,M1,SALINITY,,13.99,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,0.5,S ,ISM,M1,SALINITY,,8.95,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,7,AP,ISM,M1,SALINITY,,9.08,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,3,M ,ISM,M1,SALINITY,,8.95,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,2,M ,ISM,M1,SALINITY,,8.95,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,1,M ,ISM,M1,SALINITY,,8.95,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,27876,BAY418,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/11/05,12:24:00,25,8.5,15.5,23,M ,ISM,M1,SALINITY,,13.86,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,14,BP,ISM,M1,SALINITY,,13.86,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,10,M ,ISM,M1,SALINITY,,9.98,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,9,M ,ISM,M1,SALINITY,,9.72,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,8,M ,ISM,M1,SALINITY,,9.14,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,5,M ,ISM,M1,SALINITY,,8.95,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,23,B ,ISM,M1,SALINITY,,15.2,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,15,M ,ISM,M1,SALINITY,,14.33,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,13,M ,ISM,M1,SALINITY,,13.73,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,12,M ,ISM,M1,SALINITY,,11.02,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,11,M ,ISM,M1,SALINITY,,10.11,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,0.5,S ,ISM,M1,SALINITY,,9.72,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,1,M ,ISM,M1,SALINITY,,9.72,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,21,M ,ISM,M1,SALINITY,,15,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,19,M ,ISM,M1,SALINITY,,14.87,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28163,BAY419,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,5/25/05,12:53:00,24,8.5,12.5,17,M ,ISM,M1,SALINITY,,14.6,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,12,AP,ISM,M1,SALINITY,,10.17,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,7,M ,ISM,M1,SALINITY,,9.72,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,5,M ,ISM,M1,SALINITY,,9.72,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,3,M ,ISM,M1,SALINITY,,9.72,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,2,M ,ISM,M1,SALINITY,,9.72,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,17,M ,ISM,M1,SALINITY,,12.4,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,16,M ,ISM,M1,SALINITY,,12.13,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,15,M ,ISM,M1,SALINITY,,11.87,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,14,M ,ISM,M1,SALINITY,,11.28,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,13,M ,ISM,M1,SALINITY,,10.24,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,11,M ,ISM,M1,SALINITY,,9.98,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,10,M ,ISM,M1,SALINITY,,9.85,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,9,M ,ISM,M1,SALINITY,,9.78,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,21,BP,ISM,M1,SALINITY,,14.06,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,23,M ,ISM,M1,SALINITY,,14.26,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,20,M ,ISM,M1,SALINITY,,13.73,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,19,M ,ISM,M1,SALINITY,,13.19,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,18,M ,ISM,M1,SALINITY,,12.66,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28528,BAY420,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/14/05,11:52:00,25.5,13.5,19.5,24,B ,ISM,M1,SALINITY,,14.4,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,0.5,S ,ISM,M1,SALINITY,,10.76,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,7,AP,ISM,M1,SALINITY,,11.61,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,5,M ,ISM,M1,SALINITY,,11.08,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,3,M ,ISM,M1,SALINITY,,10.89,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,2,M ,ISM,M1,SALINITY,,10.76,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,1,M ,ISM,M1,SALINITY,,10.76,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,12,BP,ISM,M1,SALINITY,,14.93,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,10,M ,ISM,M1,SALINITY,,13.53,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,9,M ,ISM,M1,SALINITY,,12.4,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,8,M ,ISM,M1,SALINITY,,11.87,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,6,M ,ISM,M1,SALINITY,,11.47,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,23,B ,ISM,M1,SALINITY,,16.49,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,29145,BAY422,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,7/12/05,12:23:00,25,9.5,10.5,0.5,S ,ISM,M1,SALINITY,,10.69,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,19,M ,ISM,M1,SALINITY,,15.88,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,18,M ,ISM,M1,SALINITY,,15.68,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,17,M ,ISM,M1,SALINITY,,15.54,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,16,M ,ISM,M1,SALINITY,,15.34,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,15,M ,ISM,M1,SALINITY,,15.2,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,14,M ,ISM,M1,SALINITY,,15.07,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,13,M ,ISM,M1,SALINITY,,15.07,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,28820,BAY421,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,6/28/05,11:56:00,24.8,8.5,10.5,11,M ,ISM,M1,SALINITY,,14.66,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,29145,BAY422,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,7/12/05,12:23:00,25,9.5,10.5,8,AP,ISM,M1,SALINITY,,12.33,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,29145,BAY422,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,7/12/05,12:23:00,25,9.5,10.5,11,M ,ISM,M1,SALINITY,,16.9,PPT,F02 ,,,,,,38.81809,-76.37144
CB4.1E,29145,BAY422,TWQM,MAIN,MDDNR,MDDNR,CB4.1E,7/12/05,12:23:00,25,9.5,10.5,10,M ,ISM,M1,SALINITY,,15.88,PPT,F02 ,,,,,,38.81809,-76.37144
